,Borough,Neighbourhood,Venue,Venue_id,Category,Location.lat,Location.lng
1097,Downtown Toronto,Christie,Soft Cloth Car Wash,51f6e54d498e0623584ad4f5,Car Wash,43.632999420166016,-79.54328155517578
1153,North York,Hillcrest Village,Petro-Canada,4e8673ded66a9b178e90e290,Gas Station,43.863166,-79.303335
1155,North York,Hillcrest Village,Petro-Canada,4b6dadf7f964a520b2852ce3,Gas Station,43.875654,-79.415707
1163,North York,Hillcrest Village,Canadian Tire Gas+,4c97f89fb6ee236adc73a4a7,Gas Station,43.84276069191144,-79.4312596321106
1176,North York,Hillcrest Village,Superwash,5dd35483b53c9a00088f25b8,Car Wash,43.860565,-79.43564599999999
1178,North York,Hillcrest Village,Petro-Canada Car Wash,5b6f026ff193c0002cc8f3ae,Car Wash,43.844542,-79.40822
1183,North York,Hillcrest Village,ESSO Car Wash,4e0b8f7b52b1fe83d54e6531,Car Wash,43.85150175375066,-79.40784696706795
1188,North York,Hillcrest Village,Esso Car Wash,50eaf425e4b0f090d2c350c2,Car Wash,43.868678926265815,-79.36179361958985
1195,North York,"Bathurst Manor,Downsview North,Wilson Heights",Petro-Canada,4d3b3fdf979ea1437db299fc,Gas Station,43.783621999999994,-79.567984
1196,North York,"Bathurst Manor,Downsview North,Wilson Heights",Canadian Tire Gas+,52476d1611d2f0c96383bca8,Gas Station,43.8298211808374,-79.53869819641112
1217,North York,"Bathurst Manor,Downsview North,Wilson Heights",ECO GREEN AUTO SPA,544b10f0498eeacb33622918,Car Wash,43.80806843345028,-79.53738927841188
1221,North York,"Bathurst Manor,Downsview North,Wilson Heights",Esso Touchless Car Wash,582116b11dbf6c7a75f40fd7,Car Wash,43.82768,-79.552364
1469,North York,"Northwood Park,York University",Canadian Tire Gas+,4e41d376d22d38bfd45cee64,Gas Station,43.776544516130144,-79.60489623292712
1473,North York,"Northwood Park,York University",Petro-Canada,4e8673fcd66a9b178e91230e,Gas Station,43.790746999999996,-79.626874
1491,North York,"Northwood Park,York University",ESSO NEW Touchless Car Wash,4e21c2431838712abe7549a7,Car Wash,43.80943047659161,-79.4591460817044
2135,North York,Humber Summit,Petro-Pass Truck Stop,57f54b9e498ed27f8c178378,Gas Station,43.731407,-79.67832
2142,North York,Humber Summit,Nanak Car Wash,51ebf409498e68dc2ff32028,Car Wash,43.7368,-79.6038
2152,North York,Humber Summit,Car Wash,52485dbf498e8d3af3ffbd70,Car Wash,43.7197,-79.692
2155,North York,Humber Summit,Northwest Toyota,4c9b6e82db10b60c4e199b6d,Auto Dealership,43.74626534303083,-79.6939705007545
2158,North York,Humber Summit,Blue Wave Car Wash,518d5eaf498ee1e70678730c,Car Wash,43.71494998803069,-79.58670051273252
2161,North York,Humber Summit,Petro-Canada,4c9288e01221b1f7225e12e2,Gas Station,43.80288338228464,-79.66896075690569
2198,Scarborough,"Cliffcrest,Cliffside,Scarborough Village West",Dawes Road Coin Car Wash,4fc24ba9e4b05b85036e6f4c,Car Wash,43.688472,-79.297455
2233,North York,"Newtonbrook,Willowdale",Shell,4c545bd44623be9a6963a8f2,Gas Station,43.89933033029735,-79.44310426712036
2324,East Toronto,Studio District,Coin-Op Car Wash,4d8f9335ca75b60cab9517a9,Car Wash,43.667415999999996,-79.313066
2327,East Toronto,Studio District,Dupont Auto Spa,5143b385e4b068967c7e8c5f,Car Wash,43.674,-79.4104
2575,North York,Downsview Northwest,Pro Auto Car Wash,4c4880d41ddec92836c6a032,Car Wash,43.822246,-79.39537800000001
3238,West Toronto,"Parkdale,Roncesvalles",Circle K Esso Touchless Car Wash,5a63ea1116fa04022313ec23,Car Wash,43.609557,-79.582592
3265,Mississauga,Canada Post Gateway Processing Centre,Canadian Tire Gas+,50a71a59e4b078584f7c684c,Gas Station,43.61142946369679,-79.69560889305653
3273,Mississauga,Canada Post Gateway Processing Centre,Kennedy Coin-Op Car Wash,5048b0bbe4b0f7c26eae0d43,Car Wash,43.685539,-79.736257
3276,Mississauga,Canada Post Gateway Processing Centre,Superwork Car Wash,54a13105498e5892fbba66fd,Car Wash,43.59418851522341,-79.71068453205633
3284,Mississauga,Canada Post Gateway Processing Centre,The Detail Pros,50119e14e4b05edd99e7398d,Car Wash,43.6879013,-79.73911059999998
3647,Scarborough,"Agincourt North,L'Amoreaux East,Milliken,Steeles East",Petro-Canada,4cc8f6b16fbc199c88de617d,Gas Station,43.903358000000004,-79.292609
3653,Scarborough,"Agincourt North,L'Amoreaux East,Milliken,Steeles East",Petro-Canada Car Wash,59a1b517135b395e9d00586d,Car Wash,43.903434000000004,-79.292764
3672,Scarborough,"Agincourt North,L'Amoreaux East,Milliken,Steeles East",Touchless Car Wash,51826ada498ef750e88c0126,Car Wash,43.90320476723645,-79.29228626750475
3677,Scarborough,"Agincourt North,L'Amoreaux East,Milliken,Steeles East",Mount Joy Car Wash,4bf9dcef5317a5932c01027f,Car Wash,43.90108593652553,-79.26354061530563
3784,Etobicoke,"Humber Bay Shores,Mimico South,New Toronto",Canadian Tire Gas+,4cef2ff20acea35dc43aedae,Gas Station,43.60424633015255,-79.58867311477661
3835,Etobicoke,"Albion Gardens,Beaumond Heights,Humbergate,Jamestown,Mount Olive,Silverstone,South Steeles,Thistletown",In 'N Out Coin Wash,4f67be6ae4b037b43e46c413,Car Wash,43.723058,-79.71814499999999
3840,Etobicoke,"Albion Gardens,Beaumond Heights,Humbergate,Jamestown,Mount Olive,Silverstone,South Steeles,Thistletown",In N Out Car Wash,4c0bb886340720a160798893,Car Wash,43.754805117030365,-79.7094847104317
4020,Etobicoke,"Alderwood,Long Branch",Shell Car Wash,5722a31f498ee93a2413b41f,Car Wash,43.57052,-79.660093
4109,Scarborough,Upper Rouge,ESSO Car Wash,50e61b56e4b026ac788a0034,Car Wash,43.908677451455844,-79.26926607228928
